SMILES,Td
*C(C*)c1c(ccc(c1)C(=O)OCC(C(C(F)(F)F)(F)F)(F)F)c1ccc(cc1)OCCCCCCCC,345.0
*C(C*)c1c(ccc(c1)C(=O)OCCCC)c1ccc(cc1)OC,380.0
*C(C*)c1c(ccc(c1)C(=O)OCCCC)c1ccc(cc1)OCCCC,383.0
*C(C*)c1c(ccc(c1)C(=O)OCCCC)c1ccc(cc1)OCCCCCC,384.0
*C(=C*)c1ccc(cc1)n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1ccc(cc1)C#C,440.0
*C1C(C(C(C1)C=C*)(F)F)(C(F)(F)F)C(F)(F)F,342.0
*C1C(C(C(C1)C=C*)(OC(C(C(F)(F)F)(F)F)(F)F)F)(F)F,323.0
*c1cc2C(c3c(-c2cc1)ccc(c3)c1cc2C(c3c(-c2cc1)ccc(c3)*)(c1ccc(cc1)c1oc(nn1)c1ccc(cc1)C(C)(C)C)c1ccc(cc1)c1oc(nn1)c1ccc(cc1)C(C)(C)C)(CCCCCCCC)CCCCCCCC,403.0
*C=CC(C(*)C(=O)OCc1ccc(cc1)Br)C(=O)OCc1ccc(cc1)Br,298.5
*C=CC(C(*)C(=O)OCc1ccc(cc1)Cl)C(=O)OCc1ccc(cc1)Cl,299.2
*c1cc2C(c3c(-c2cc1)ccc(c3)C=Cc1cc2C(c3c(-c2cc1)ccc(c3)C=C*)(CCCCCCOc1ccc2c(c1)oc(=O)cc2)CCCCCCOc1ccc2c(c1)oc(=O)cc2)(CCCCCC)CCCCCC,440.0
*C1C2CC(C(C1*)C2)[Si](C)(C)C,420.0
*C(=C*)CCCOC(=O)c1c(ccc(c1)c1ccc(cc1)OC)c1ccc(cc1)OC,325.0
*C1C(CC(C1)C=C*)C(=O)OCCNC(C)(C)C,283.0
*C1C(CC(C1)C=C*)C(=O)OCCN(C)C,306.0
*C1C2C(C(C(C1*)C2)COCc1ccccc1)COCc1ccccc1,302.0
*C1C2C(C(C(C1*)C2)COCCCc1ccccc1)COCCCc1ccccc1,323.0
*C1C2CC(C(C1*)C2)CCCCc1ccccc1,353.0
*C(C*)OC1C2C3C(CCC3)C(C1)C2,369.0
*C(C(C(C*)OC)C(=O)OC)C(=O)OC,350.0
*C(C(C(C*)OC)(C(=O)OC)C)(C(=O)OC)C,277.0
*C(C*)(C(=O)OCCn1c2ccccc2c2ccccc12)C,305.0
*C(C*)(C(=O)OCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C,260.0
*C(C*)C(=O)OC12CC3CC(CC(C1)C3)C2,358.0
*C(C*)C(=O)Oc1ccc(cc1)C(=O)Oc1ccc(cc1)OC(=O)c1ccc(cc1)OCCCC,317.0
*C(C*)C(=O)Oc1ccc(cc1)C(=O)Oc1ccc(cc1)OC(=O)c1ccc(cc1)OCCCCC,323.0
*C(C*)C(=O)OCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)OC(=O)c1ccc(cc1)OCCCC,337.0
*C(C*)C(=O)OCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)OC(=O)c1ccc(cc1)OCCCCC,340.0
*C(C*)(C(=O)Oc1ccc(cc1)c1oc(nn1)c1ccc(cc1)C(C)(C)C)C,323.0
*C(C*)C(=O)OCCCCCCCCCCC,336.0
*C(C*)C(=O)OCCCCCCCCCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)c1cc(ccc1)OC(=O)c1ccc(cc1)OC(=O)c1ccc(cc1)OCCCCCCCCCCCC,341.0
*C(C*)(C(=O)OCCCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)c1cc(ccc1)OC(=O)c1ccc(cc1)OC(=O)c1ccc(cc1)OCCCCCCCCCCCC)C,346.0
*C(C*)(C(=O)OCCCCCCCCCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)c1cc(ccc1)OC(=O)c1ccc(cc1)OC(=O)c1ccc(cc1)OCCCCCCCCCCCC)C,352.0
*C(C*)(C(=O)OCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C,260.0
*C(C*)(C(=O)OCCCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C,260.0
*C(C*)(C(=O)OCCCCCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C,260.0
*C(C*)(C(=O)OCCCCCCCCCCOc1ccc(cc1)C#Cc1c(cc(c(c1)C)C=Cc1ccncc1)C)C,362.75
*C(C*)C(=O)OCCCCCCCCCCOc1ccc(cc1)C(=O)O,336.5
*C(C*)C(=O)OCCCCCCCCCCOc1cc(ccc1)C(=O)O,336.5
*C(C*)C(=O)OCCCCCCCCCCOc1c(cccc1)C(=O)O,294.0
*C(C*)(C(=O)OCCCCCCCCCCOc1ccc(cc1)C#Cc1c(cc(c(c1)OC)C=Cc1ccncc1)OC)C,362.0
*C(C*)(C(=O)OCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C,260.0
*C1C2CC(C(C1*)C2)C(=O)OCCc1ccc(cc1)N(c1ccccc1)c1ccccc1,343.0
*C1C2CC(C(C1*)C2)C(=O)OCCc1ccc(cc1)N(c1cc(ccc1)C)c1ccccc1,348.0
*C1C2CC(C(C1*)C2)C(=O)OCCc1ccc(cc1)N(c1c2c(ccc1)cccc2)c1ccccc1,349.0
*C(C*)(C(=O)OCCCCCCCCCCOc1ccc(cc1)N1C(=O)C(=Cc2c(c3c(n2C)cccc3)C)C(=C(C)C)C1=O)C,335.0
*C(C*)(C(=O)OCCCCCCCCCCOc1ccc(cc1)N=Nc1ccc(cc1)[N+](=O)[O-])C,335.0
*C(C*)(C(=O)OCCCCCCCCCCOc1ccc(cc1)N=Nc1ccc(cc1)C#N)C,353.0
*C(C*)(C(=O)OCCCCCCCCCCOc1ccc(cc1)N=Nc1ccc(cc1)F)C,362.0
*C(C*)(C(=O)OCCCCCCCCCCOc1ccc(cc1)N=Nc1ccc(cc1)Cl)C,359.0
*C(C*)(C(=O)OCCCCCCCCCCOc1ccc(cc1)N=Nc1ccccc1)C,360.0
*C(C*)(C(=O)OCCCCCCCCCCOc1ccc(cc1)N=Nc1ccc(cc1)OC)C,365.0
*C(C*)(C(=O)OCCCCCCOc1c(cc(c(c1)c1ccc(cc1)c1ccc(cc1)OCCCCCCCC)OC)c1ccc(cc1)c1ccc(cc1)OCCCCCCCC)C,391.0
*C(C*)(C(=O)OCCCCCCOc1c(cc(c(c1)c1ccc(cc1)c1ccc(cc1)OCCCCCCCC)OCCCCCCCC)c1ccc(cc1)c1ccc(cc1)OCCCCCCCC)C,391.0
*C(C*)(C(=O)OCCCCCCOc1c(cc(c(c1)c1ccc(cc1)c1ccc(cc1)OC)OCCCCCCCC)c1ccc(cc1)c1ccc(cc1)OC)C,378.0
*C(C*)(C(=O)OCC#CO[Si](C)(C)C)C,269.0
*C(C*)(C(=O)Oc1ccc(cc1)C=Cc1ccccc1)C,288.9
*C(C*)(C(=O)Oc1c(cc(cc1OC)C=Cc1ccccc1)OC)C,284.9
*C(C*)(C(=O)OCCCCCCCCOc1ccc(cc1)C=Cc1ccccc1)C,283.5
*C1C2C(C(C(C1*)C2)C(=O)OCc1ccccc1)C(=O)OCc1ccccc1,350.0
*C1C2C(C(C(C1*)C2)C(=O)OCCc1ccccc1)C(=O)OCCc1ccccc1,348.0
*C1C2C(C(C(C1*)C2)C(=O)OCCCc1ccccc1)C(=O)OCCCc1ccccc1,333.0
*C1C2C(C(C(C1*)C2)C(=O)OCC12CC3CC(CC(C1)C3)C2)C(=O)OCC12CC3CC(CC(C1)C3)C2,308.0
*C1C2C(C(C(C1*)C2)C(=O)OCCC12CC3CC(CC(C1)C3)C2)C(=O)OCCC12CC3CC(CC(C1)C3)C2,300.0
*C1C2C(C(C(C1*)C2)C(=O)OCC1C2CCC(C1)C2)C(=O)OCC1C2CCC(C1)C2,345.0
*C1C2C(C(C(C1*)C2)C(=O)OCCC1C2CCC(C1)C2)C(=O)OCCC1C2CCC(C1)C2,315.0
*C(C*)(C(=O)OCCN(c1ccc(cc1)N=Nc1ccc(cc1)C=C(c1ccc(cc1)Br)C#N)CC)C,292.0
*C(C*)(C(=O)OCCN(c1ccc(cc1)N=Nc1ccc(cc1)C=C(c1cc(c(cc1)OC)OC)C#N)CC)C,295.0
*C(C*)(C(=O)OCCN=C=S)C,277.0
*C(C*)(C(=O)OCCNC(=S)NCc1ccccc1)C,187.0
*C(C*)(C(=O)OCCNC(=S)OCc1ccccc1)C,167.5
*C(C*)(C(=O)OCCNC(=S)SCc1ccccc1)C,154.0
*C(C*)(C(=O)OCCNC(=S)NCCO)C,184.0
*C(C*)(C(=O)OCCNC(=S)SCCO)C,142.0
*C(C*)(C(=O)OCCCCCCOc1ccc(cc1)N=Nc1sc2c(n1)ccc(c2)F)C,312.0
*C(C*)(C(=O)OCCCCCCOc1ccc(cc1)N=Nc1sc2c(n1)ccc(c2)Cl)C,308.0
*C1C2C(C(=C1)C(*)(C)C)CC=CC2,170.0
*C1(CC(c2c1cc(cc2)*)(C)C)C,450.0
*C1C2C(C=CC2)C(C1)C=C*,400.0
*C1C(CC(C1)C=C*)C1CC=CCC1,430.0
*c1cc2C(c3c(-c2cc1)ccc(c3)*)(CCCCCCCC)CCCCCCCC,399.0
*c1cc2C(c3c(-c2cc1)ccc(c3)C=C*)(CC(CCCC)CC)CC(CCCC)CC,312.0
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)*)(C)C,475.0
*Oc1ccc(cc1)N=Cc1cc(c(cc1)OC(=O)c1ccc(cc1)C(=O)Oc1c(cc(cc1)C=Nc1ccc(cc1)*)OC)OC,200.0
*Oc1cc(ccc1)NC(=O)c1ccc(cc1)C(=O)Nc1ccc(cc1)*,420.0
*Oc1c(cc(cc1Cl)*)Cl,481.6666667
*Oc1c(cc(cc1C(C)C)*)C(C)C,400.0
*Oc1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)OC(=O)c1cc(ccc1)C(=O)*,455.0
*Oc1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)OC(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)*,489.0
*Oc1ccc(cc1)Oc1cc(ccc1)C(=O)Oc1ccc(cc1)OC(=O)c1cc(ccc1)*,443.0
*Oc1ccc(cc1)Oc1cc(ccc1)C(=O)Oc1ccc(cc1)c1ccc(cc1)OC(=O)c1cc(ccc1)*,458.0
*OP(=O)(Oc1ccc(cc1)C(c1ccc(cc1)*)(C)C)Oc1ccccc1,390.0
*OP(=O)(Oc1ccc(cc1)C(c1ccc(cc1)*)(C)C)Oc1ccc(cc1)Cl,405.0
*OP(=O)(Oc1ccc(cc1)C(c1ccc(cc1)*)(C)C)Oc1c(cccc1Cl)Cl,345.0
*OP(=O)(Oc1ccc(cc1)C(c1ccc(cc1)*)(C)C)Oc1c(cc(cc1Cl)Cl)Cl,290.0
*OP(=O)(Oc1ccc(cc1)C(c1ccc(cc1)*)(C)C)Oc1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl,325.0
*OP(=O)(Oc1c(c(c(c(c1Cl)Cl)*)Cl)Cl)Oc1ccccc1,285.0
*c1oc(nn1)c1cc(ccc1)*,450.0
*c1oc2c(n1)ccc(c2)c1ccc2c(oc(n2)c2cc(ccc2)*)c1,520.0
*c1oc2c(n1)cc(cc2)c1cc2c(oc(n2)c2cc(ccc2)*)cc1,425.0
*c1oc2c(n1)cc(cc2)c1cc2c(oc(n2)c2ccc(cc2)*)cc1,590.0
*c1oc2c(n1)cc(cc2)c1cc2c(oc(n2)CCCCCCCC*)cc1,300.0
*c1oc(nn1)c1ccc(cc1)*,450.0
*c1oc2c(n1)cc(cc2)c1cc2c(oc(n2)c2c3cc4c(cc3ccc2)c(ccc4)*)cc1,490.0
*O[Si](O[Si](Oc1c(cc(cc1C)c1cc(c(c(c1)C)*)C)C)(C)C)(C)C,420.0
*O[Si](O[Si](O[Si](Oc1c(cc(cc1C)c1cc(c(c(c1)C)*)C)C)(C)C)(C)C)(C)C,410.0
*O[Si](O[Si](O[Si](O[Si](Oc1c(cc(cc1C)c1cc(c(c(c1)C)*)C)C)(C)C)(C)C)(C)C)(C)C,330.0
*O[Si](O[Si](Oc1ccc(cc1)c1ccc(cc1)*)(C)C)(C)C,290.0
*Oc1ccc(cc1)C(c1ccc(cc1)Oc1c(c(c(c(c1F)F)C(=O)c1c(c(c(c(c1F)F)*)F)F)F)F)(C(F)(F)F)C(F)(F)F,445.75
*Oc1ccc(cc1)C1(c2ccccc2-c2ccccc12)c1ccc(cc1)Oc1c(c(c(c(c1F)F)C(=O)c1c(c(c(c(c1F)F)*)F)F)F)F,436.0
*C1(c2c(C(=O)O1)cccc2)c1ccc(cc1)Oc1c(c(c(c(c1F)F)C(=O)c1c(c(c(c(c1F)F)Oc1ccc(cc1)*)F)F)F)F,359.0
*Oc1ccc(cc1)C(c1ccc(cc1)Oc1c(c(c(c(c1F)F)C(=O)c1c(c(c(c(c1F)F)*)F)F)F)F)(c1ccccc1)C,442.0
*Oc1c(c(c(c(c1F)F)c1c(c(c(c(c1F)F)Oc1ccc(cc1)C(c1ccc(cc1)*)(C(F)(F)F)C(F)(F)F)F)F)F)F,514.6
*C1(c2c(C(=O)O1)cccc2)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)*,480.0
*c1oc(nn1)c1ccc(cc1)Oc1ccc(cc1)NC(=O)c1cc(cc(c1)N1C(=O)c2c(C1=O)c(c(c(c2Cl)Cl)Cl)Cl)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)*,400.0
*c1oc(nn1)c1ccc(cc1)Oc1cc(ccc1)NC(=O)c1cc(cc(c1)N1C(=O)c2c(C1=O)c(c(c(c2Cl)Cl)Cl)Cl)C(=O)Nc1cc(ccc1)Oc1ccc(cc1)*,400.0
*Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)C(=O)c1c2c(ccc1)cccc2C(=O)c1ccc(cc1)*)(C)C,480.0
*Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)C(=O)c1c2c(ccc1)cccc2C(=O)c1ccc(cc1)*)(C(F)(F)F)C(F)(F)F,522.0
*Oc1ccc(cc1)Oc1ccc(cc1)C(=O)c1c2c(ccc1)cccc2C(=O)c1ccc(cc1)*,522.0
*Oc1ccc(cc1)C1(c2ccccc2-c2ccccc12)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1c2c(ccc1)cccc2C(=O)c1ccc(cc1)*,529.0
*Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1c2c(ccc1)cccc2C(=O)c1ccc(cc1)*,533.0
*Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)c1c2c(ccc1)cccc2C(=O)c1ccc(cc1)*)C(C)(C)C,478.0
*c1cc2c(oc(n2)c2ccc(cc2)Oc2ccc(cc2)c2oc3c(n2)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)cc1,529.8333333
*c1cc2c(oc(n2)c2ccc(cc2)Oc2ccc(cc2)c2oc3c(n2)cc(cc3)C(*)(c2ccccc2)C(F)(F)F)cc1,547.0
*c1cc2c(oc(n2)c2ccc(cc2)C(c2ccc(cc2)c2oc3c(n2)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)(c2ccccc2)C(F)(F)F)cc1,529.0
*c1cc2c(oc(n2)c2ccc(cc2)C(c2ccc(cc2)c2oc3c(n2)cc(cc3)C(*)(c2ccccc2)C(F)(F)F)(c2ccccc2)C(F)(F)F)cc1,514.0
*c1cc2c(oc(n2)c2cc(ccc2)c2oc3c(n2)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)cc1,512.0
*c1cc2c(oc(n2)c2cc(ccc2)c2oc3c(n2)cc(cc3)C(*)(c2ccccc2)C(F)(F)F)cc1,524.0
*c1cc2c(oc(n2)c2ccc(cc2)c2oc3c(n2)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)cc1,527.6666667
*c1cc2c(oc(n2)c2ccc(cc2)c2oc3c(n2)cc(cc3)C(*)(c2ccccc2)C(F)(F)F)cc1,536.0
*c1cc2c(oc(n2)c2ccc(cc2)C(c2ccc(cc2)c2oc3c(n2)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F)cc1,531.0
*c1cc2c(oc(n2)c2ccc(cc2)C(c2ccc(cc2)c2oc3c(n2)cc(cc3)C(*)(c2ccccc2)C(F)(F)F)(C(F)(F)F)C(F)(F)F)cc1,520.0
*Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)C(=O)c1c(c(c(c(c1c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F)C(=O)c1ccc(cc1)*)(C)C,508.0
*Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)C(=O)c1c(c(c(c(c1c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F)C(=O)c1ccc(cc1)*)(C(F)(F)F)C(F)(F)F,518.0
*Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1c(c(c(c(c1c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F)C(=O)c1ccc(cc1)*,535.0
*Oc1ccc(cc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1c(c(c(c(c1c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F)C(=O)c1ccc(cc1)*,539.0
*Oc1ccc(cc1)C1(c2ccccc2-c2ccccc12)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1c(c(c(c(c1c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F)C(=O)c1ccc(cc1)*,520.0
*Oc1ccc(cc1)Oc1ccc(cc1)C(=O)c1c(c(c(c(c1c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F)C(=O)c1ccc(cc1)*,541.0
*Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)C(=O)c1c(c(c(c(c1c1ccccc1)c1cc2c(cc1)cccc2)c1cc2c(cc1)cccc2)c1ccccc1)C(=O)c1ccc(cc1)*)(C)C,517.0
*Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)C(=O)c1c(c(c(c(c1c1ccccc1)c1cc2c(cc1)cccc2)c1cc2c(cc1)cccc2)c1ccccc1)C(=O)c1ccc(cc1)*)(C(F)(F)F)C(F)(F)F,529.0
*Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1c(c(c(c(c1c1ccccc1)c1cc2c(cc1)cccc2)c1cc2c(cc1)cccc2)c1ccccc1)C(=O)c1ccc(cc1)*,529.0
*Oc1ccc(cc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1c(c(c(c(c1c1ccccc1)c1cc2c(cc1)cccc2)c1cc2c(cc1)cccc2)c1ccccc1)C(=O)c1ccc(cc1)*,515.0
*Oc1ccc(cc1)C1(c2ccccc2-c2ccccc12)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1c(c(c(c(c1c1ccccc1)c1cc2c(cc1)cccc2)c1cc2c(cc1)cccc2)c1ccccc1)C(=O)c1ccc(cc1)*,535.0
*c1c2c(c(nn1)c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)*)(C(F)(F)F)C(F)(F)F)c(c(c(c2c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F,518.0
*c1c2c(c(nn1)c1ccc(cc1)Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)*)c(c(c(c2c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F,539.0
*c1c2c(c(nn1)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)*)c(c(c(c2c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F,530.0
*c1c2c(c(nn1)c1ccc(cc1)Oc1ccc(cc1)C1(c3ccccc3-c3ccccc13)c1ccc(cc1)Oc1ccc(cc1)*)c(c(c(c2c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F,523.0
*c1c2c(c(nn1)c1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)*)c(c(c(c2c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F,536.0
*c1c2c(c(nn1)c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)*)(C)C)c(c(c(c2c1ccccc1)c1cc2c(cc1)cccc2)c1cc2c(cc1)cccc2)c1ccccc1,515.0
*c1c2c(c(nn1)c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)*)(C(F)(F)F)C(F)(F)F)c(c(c(c2c1ccccc1)c1cc2c(cc1)cccc2)c1cc2c(cc1)cccc2)c1ccccc1,530.0
*c1c2c(c(nn1)c1ccc(cc1)Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)*)c(c(c(c2c1ccccc1)c1cc2c(cc1)cccc2)c1cc2c(cc1)cccc2)c1ccccc1,528.0
*c1c2c(c(nn1)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)*)c(c(c(c2c1ccccc1)c1cc2c(cc1)cccc2)c1cc2c(cc1)cccc2)c1ccccc1,546.0
*c1c2c(c(nn1)c1ccc(cc1)Oc1ccc(cc1)C1(c3ccccc3-c3ccccc13)c1ccc(cc1)Oc1ccc(cc1)*)c(c(c(c2c1ccccc1)c1cc2c(cc1)cccc2)c1cc2c(cc1)cccc2)c1ccccc1,542.0
*c1c2c(c(nn1)c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)*)(C)C)c(c(c(c2c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F,510.0
*Oc1c(c(ccc1)Oc1ccc(cc1)c1ccc(cc1)*)C#N,547.0
*Oc1ccc(cc1)P(=O)(c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(C)C)C,500.0
*C1(c2c(C(=O)O1)cccc2)c1ccc(cc1)Oc1ccc(cc1)P(=O)(c1ccc(cc1)Oc1ccc(cc1)*)C,477.0
*Oc1ccc(cc1)P(=O)(c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(c1ccccc1)C(F)(F)F)C,505.0
*Oc1ccc(cc1)P(=O)(c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(C(F)(F)F)C(F)(F)F)C,530.0
*Oc1ccc(cc1)Oc1ccc(cc1)P(=O)(c1ccc(cc1)*)C,515.0
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)P(=O)(c1ccc(cc1)*)C,514.0
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)P(=O)(c1ccc(cc1)*)c1ccccc1,596.0
*c1oc2c(n1)ccc(c2)c1ccc2c(oc(n2)c2ccc(cc2)C(c2ccc(cc2)*)(C(F)(F)F)C(F)(F)F)c1,534.0
*c1oc2c(n1)ccc(c2)c1ccc2c(oc(n2)c2ccc(cc2)C(c2ccc(cc2)*)(c2ccccc2)C(F)(F)F)c1,509.0
*Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)C(=O)C(=O)c1ccc(cc1)*)(C)C,515.0
*c1nnc(nc1c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)*)(C)C)c1ncccc1,445.0
*Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)C(=O)C(=O)c1ccc(cc1)*)(C(F)(F)F)C(F)(F)F,548.0
*c1nnc(nc1c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)*)(C(F)(F)F)C(F)(F)F)c1ncccc1,436.0
*c1nnc(nc1c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)*)(c1ccccc1)C)c1ncccc1,447.0
*Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)C(=O)C(=O)c1ccc(cc1)*)(c1ccccc1)C,498.0
*Oc1ccc(cc1)C1(c2ccccc2-c2ccccc12)c1ccc(cc1)Oc1ccc(cc1)C(=O)C(=O)c1ccc(cc1)*,521.0
*c1nnc(nc1c1ccc(cc1)Oc1ccc(cc1)C1(c2ccccc2-c2ccccc12)c1ccc(cc1)Oc1ccc(cc1)*)c1ncccc1,443.0
*c1sc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1sc(cc1)C(=O)*)(C)C,430.0
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C(=C)c1ccc(cc1)*,483.0
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C=Cc1ccc(cc1)*,450.0
*c1[nH]c(nc1c1ccc(cc1)Oc1ccc(cc1)P(=O)(c1ccc(cc1)Oc1ccc(cc1)*)c1ccccc1)c1ccccc1,500.0
*c1[nH]c(nc1c1ccc(cc1)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)*)c1ccccc1,500.0
*c1[nH]c(nc1c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)*)c1ccccc1,500.0
*c1[nH]c(nc1c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)*)c1ccccc1,500.0
*c1[nH]c(nc1c1ccc(cc1)Oc1ccc(cc1)C(=O)c1cc(ccc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)*)c1ccccc1,500.0
*c1[nH]c(nc1c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)*)c1ccccc1,500.0
*c1[nH]c(nc1c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)C(=O)c1ccc(cc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)*)c1ccccc1,500.0
*c1[nH]c(nc1c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)Cc1ccc(cc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)*)c1ccccc1,500.0
*c1[nH]c(nc1c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)*)c1ccccc1,500.0
*c1[nH]c(nc1c1ccc(cc1)Oc1ccc(cc1)C(=O)c1cc2c(cc1)cc(cc2)C(=O)c1ccc(cc1)Oc1ccc(cc1)*)c1ccccc1,500.0
*Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)C(=Nc1ccc(cc1)N=C(c1ccc(cc1)*)c1ccccc1)c1ccccc1,544.0
*Oc1ccc(cc1)Oc1ccc(cc1)C(=Nc1ccc(cc1)N=C(c1ccc(cc1)*)c1ccccc1)c1ccccc1,507.0
*Oc1ccc(cc1)C(=Nc1ccc(cc1)N=C(c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(C)C)c1ccccc1)c1ccccc1,487.0
