SMILES,salt,molality,temperature,log_conductivity,is_synthetic,Tg,T_minus_Tg,is_glassy
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,47.07492599,-4.598485,0,-20.89937400817871,67.97429999817871,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,46.37618102,-4.628788,0,-20.89937400817871,67.2755550281787,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,45.42035818,-4.643939,0,-20.89937400817871,66.3197321881787,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,43.86850437,-4.659091,0,-20.89937400817871,64.76787837817871,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,43.26904767,-4.659091,0,-20.89937400817871,64.1684216781787,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,42.33169638,-4.659091,0,-20.89937400817871,63.23107038817871,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,41.23098071,-4.681818,0,-20.89937400817871,62.13035471817871,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,40.38957967,-4.681818,0,-20.89937400817871,61.288953678178714,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,39.71957719,-4.704545,0,-20.89937400817871,60.61895119817871,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,38.2227334,-4.727273,0,-20.89937400817871,59.122107408178714,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,37.64441851,-4.734848,0,-20.89937400817871,58.54379251817871,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,36.41244587,-4.757576,0,-20.89937400817871,57.31181987817871,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,35.75941077,-4.765152,0,-20.89937400817871,56.65878477817871,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,34.94691003,-4.795455,0,-20.89937400817871,55.84628403817871,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,34.38078306,-4.810606,0,-20.89937400817871,55.28015706817871,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,33.57550889,-4.840909,0,-20.89937400817871,54.47488289817871,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,32.53503864,-4.848485,0,-20.89937400817871,53.434412648178714,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,31.73938918,-4.871212,0,-20.89937400817871,52.638763188178714,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,30.79009705,-4.878788,0,-20.89937400817871,51.68947105817871,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,30.23903758,-4.893939,0,-20.89937400817871,51.13841158817871,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,28.2097654,-4.939394,0,-20.89937400817871,49.109139408178706,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,27.20532034,-4.969697,0,-20.89937400817871,48.10469434817871,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,25.82547086,-5.015152,0,-20.89937400817871,46.72484486817871,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,24.83674197,-5.068182,0,-20.89937400817871,45.73611597817871,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,24.23158488,-5.075758,0,-20.89937400817871,45.13095888817871,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,23.17843147,-5.075758,0,-20.89937400817871,44.07780547817871,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,21.39022565,-5.128788,0,-20.89937400817871,42.289599658178716,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,20.43056732,-5.189394,0,-20.89937400817871,41.32994132817871,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,19.25809175,-5.219697,0,-20.89937400817871,40.15746575817871,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,18.67535886,-5.234848,0,-20.89937400817871,39.574732868178714,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,17.30053816,-5.280303,0,-20.89937400817871,38.19991216817871,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,16.08142245,-5.318182,0,-20.89937400817871,36.980796458178716,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,15.0141752,-5.363636,0,-20.89937400817871,35.91354920817871,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,13.8844803,-5.393939,0,-20.89937400817871,34.78385430817871,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,13.04296389,-5.416667,0,-20.89937400817871,33.94233789817871,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,11.72058045,-5.454545,0,-20.89937400817871,32.61995445817871,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,10.96060312,-5.492424,0,-20.89937400817871,31.859977128178713,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,9.862326602,-5.537879,0,-20.89937400817871,30.76170061017871,0
[Cu]OB(C1=C(C=C(C=C1C)C)C)OCCOCCOCC[Au],TFSI,0.359518244,58.59207717,-4.409091,0,-5.191256523132324,63.78333369313233,0
[Cu]OB(C1=C(C=C(C=C1C)C)C)OCCOCCOCC[Au],TFSI,0.359518244,56.90958236,-4.409091,0,-5.191256523132324,62.100838883132326,0
[Cu]OB(C1=C(C=C(C=C1C)C)C)OCCOCCOCC[Au],TFSI,0.359518244,55.42825831,-4.409091,0,-5.191256523132324,60.61951483313232,0
[Cu]OB(C1=C(C=C(C=C1C)C)C)OCCOCCOCC[Au],TFSI,0.359518244,54.69262505,-4.424242,0,-5.191256523132324,59.88388157313232,0
[Cu]OB(C1=C(C=C(C=C1C)C)C)OCCOCCOCC[Au],TFSI,0.359518244,53.50423421,-4.44697,0,-5.191256523132324,58.695490733132324,0
